setup_id,fold,rank,sharpe_lb,sharpe_median,omega_ratio,support,annualized_return,volatility,max_drawdown,best_performing_ticker,entry_direction,first_trigger_date,last_trigger_date,chosen_tickers,chosen_horizons,num_selected_tickers,trades_count,sum_capital_allocated,sum_pnl_dollars,avg_pnl_per_trade_dollars,avg_pnl_per_trade_pct,portfolio_total_return_pct,portfolio_total_pnl_dollars_on_base,description,signal_ids
SETUP_0046,7,1,15.502934,22.315893,287.543008,15.000000,0.000000,0.683744,-0.003344,MSTR US Equity,long,2021-01-29,2023-11-01,"MSTR US Equity, PLTR US Equity, COIN US Equity, GOOGL US Equity, XLV US Equity","{'MSTR US Equity': 3, 'PLTR US Equity': 3, 'COIN US Equity': 3, 'GOOGL US Equity': 3, 'XLV US Equity': 3}",5,70,700000.000000,44055.623700,629.366053,0.062937,1.511649,151164.926162,AMD US Equity_oi_callput_skew_z_60d z_breakout_pos AND XLE US Equity_px_trend_5_20_z_60d is_low,"SIG_01618, SIG_00025"
SETUP_0047,7,1,7.042057,11.025332,8.358496,26.000000,0.000000,0.833989,-0.067810,MSTR US Equity,long,2022-03-09,2022-11-29,"MSTR US Equity, PLTR US Equity, BMY US Equity, COIN US Equity, AMZN US Equity","{'MSTR US Equity': 10, 'PLTR US Equity': 5, 'BMY US Equity': 5, 'COIN US Equity': 1, 'AMZN US Equity': 1}",5,110,1100000.000000,34367.381264,312.430739,0.031243,1.471163,147116.338373,XLRE US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d z_breakout_pos AND SPX Index_realized_vol_21d is_high,"SIG_02640, SIG_02127"
SETUP_0048,7,1,3.746738,6.556330,2.578047,28.000000,0.000000,0.389425,-0.040870,MSTR US Equity,long,2021-05-17,2023-12-29,"MSTR US Equity, ARM US Equity, AMD US Equity, COIN US Equity, GOOGL US Equity","{'MSTR US Equity': 1, 'ARM US Equity': 3, 'AMD US Equity': 1, 'COIN US Equity': 1, 'GOOGL US Equity': 1}",5,81,810000.000000,7248.051548,89.482118,0.008948,0.254120,25412.023483,JPM US Equity_px_zscore_90d is_high AND XLRE US Equity_oi_callput_skew_z_60d z_breakout_pos,"SIG_01203, SIG_00214"
SETUP_0049,7,1,3.477687,8.399669,4.676918,34.000000,0.000000,1.105997,-0.154676,COIN US Equity,long,2021-01-07,2023-12-15,"COIN US Equity, MSTR US Equity, AMD US Equity, AMZN US Equity, PLTR US Equity","{'COIN US Equity': 21, 'MSTR US Equity': 3, 'AMD US Equity': 1, 'AMZN US Equity': 5, 'PLTR US Equity': 1}",5,130,1300000.000000,57334.655716,441.035813,0.044104,1.947067,194706.681717,MSTR US Equity_open_interest_call_pctchg_3d_z_60d is_high AND JPM US Equity_pcr_ema5_z_30d is_low,"SIG_01995, SIG_01284"
SETUP_0050,7,1,3.081779,8.700698,4.088147,41.000000,0.000000,1.316800,-0.297654,COIN US Equity,long,2021-03-23,2023-11-15,"AAPL US Equity, ARM US Equity, AMD US Equity, COIN US Equity, MSTR US Equity","{'AAPL US Equity': 10, 'ARM US Equity': 21, 'AMD US Equity': 3, 'COIN US Equity': 21, 'MSTR US Equity': 3}",5,121,1210000.000000,76529.303140,632.473580,0.063247,5.146054,514605.445095,XLE US Equity_px_trend_5_20_z_60d is_low AND XLP US Equity_px_trend_5_20_z_60d is_high,"SIG_00025, SIG_00402"
SETUP_0054,7,1,-0.891460,2.061410,1.327766,52.000000,0.000000,0.282651,-0.059687,ARM US Equity,long,2021-10-18,2023-12-29,"ARM US Equity, GOOGL US Equity, MSTR US Equity, AMD US Equity, NKE US Equity","{'ARM US Equity': 5, 'GOOGL US Equity': 10, 'MSTR US Equity': 1, 'AMD US Equity': 1, 'NKE US Equity': 1}",5,162,1620000.000000,3173.649276,19.590428,0.001959,0.085562,8556.157911,COIN US Equity_px_zscore_90d is_high AND JPM US Equity_px_zscore_90d is_high,"SIG_02015, SIG_01203"
SETUP_0051,7,1,-1.029919,1.805314,1.415439,42.000000,0.000000,0.372433,-0.089320,GOOGL US Equity,long,2021-01-01,2023-12-20,"GOOGL US Equity, XLE US Equity, AMD US Equity, C US Equity, MSTR US Equity","{'GOOGL US Equity': 10, 'XLE US Equity': 1, 'AMD US Equity': 3, 'C US Equity': 1, 'MSTR US Equity': 1}",5,194,1940000.000000,6232.310922,32.125314,0.003213,0.120701,12070.148247,JPM US Equity_turnover_minus_volume_z_60d is_high AND JPM US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d is_low,"SIG_01239, SIG_02779"
SETUP_0053,7,1,-1.333473,3.241979,1.848391,47.000000,0.000000,1.153804,-0.292041,COIN US Equity,long,2021-01-27,2023-08-25,"COIN US Equity, NKE US Equity, AMZN US Equity, XLV US Equity, MSTR US Equity","{'COIN US Equity': 1, 'NKE US Equity': 1, 'AMZN US Equity': 1, 'XLV US Equity': 1, 'MSTR US Equity': 3}",5,99,990000.000000,15618.362932,157.761242,0.015776,0.861647,86164.655118,AMD US Equity_vol_turnover_zscore_60d is_high AND EEM US Equity_pcr_ema5_z_30d is_high,"SIG_01576, SIG_02530"
SETUP_0052,7,1,-1.939017,5.454518,2.757624,43.000000,0.000000,0.536125,-0.225456,ARM US Equity,long,2021-04-02,2023-11-29,"ARM US Equity, COIN US Equity, MSTR US Equity, XLE US Equity, BMY US Equity","{'ARM US Equity': 21, 'COIN US Equity': 10, 'MSTR US Equity': 1, 'XLE US Equity': 1, 'BMY US Equity': 1}",5,164,1640000.000000,26869.645170,163.839300,0.016384,0.654110,65410.965306,XLP US Equity_px_trend_5_20_z_60d is_high AND XLE US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d is_high,"SIG_00402, SIG_02614"
SETUP_0055,7,1,-2.384750,-0.385831,0.967402,113.000000,0.000000,0.467913,-0.269516,XLK US Equity,long,2021-01-01,2023-12-29,"ARM US Equity, XLK US Equity, MSTR US Equity, AMD US Equity, NKE US Equity","{'ARM US Equity': 5, 'XLK US Equity': 3, 'MSTR US Equity': 1, 'AMD US Equity': 1, 'NKE US Equity': 1}",5,309,3090000.000000,1955.579651,6.328737,0.000633,-0.100683,-10068.322175,JPM US Equity_turnover_minus_volume_z_60d is_high AND JPM US Equity_px_zscore_90d is_high,"SIG_01239, SIG_01203"
SETUP_0056,8,1,36.208827,61.641128,0.000000,10.000000,0.000000,0.109632,0.000000,XLE US Equity,long,2021-12-17,2021-12-30,"XLE US Equity, C US Equity, XLRE US Equity, WMT US Equity, XLP US Equity","{'XLE US Equity': 21, 'C US Equity': 10, 'XLRE US Equity': 3, 'WMT US Equity': 3, 'XLP US Equity': 3}",5,50,500000.000000,8891.840872,177.836817,0.017784,0.192502,19250.200298,NDX Index_vol90d_regime_z_120d is_high AND USGG2YR Index_vol90d_regime_z_120d z_breakout_pos,"SIG_02239, SIG_02400"
SETUP_0057,8,1,36.208827,62.912581,0.000000,10.000000,0.000000,0.109632,0.000000,XLE US Equity,long,2021-12-17,2021-12-30,"XLE US Equity, C US Equity, XLRE US Equity, WMT US Equity, XLP US Equity","{'XLE US Equity': 21, 'C US Equity': 10, 'XLRE US Equity': 3, 'WMT US Equity': 3, 'XLP US Equity': 3}",5,50,500000.000000,8891.840872,177.836817,0.017784,0.192502,19250.200298,NDX Index_vol90d_regime_z_120d is_high AND USGG2YR Index_vol90d_regime_z_120d z_breakout_pos,"SIG_02239, SIG_02400"
SETUP_0059,8,1,16.228733,23.553764,0.000000,16.000000,0.000000,0.641343,0.000000,PLTR US Equity,long,2022-06-20,2024-04-22,"MSTR US Equity, PLTR US Equity, COIN US Equity, XLV US Equity, GOOGL US Equity","{'MSTR US Equity': 3, 'PLTR US Equity': 3, 'COIN US Equity': 3, 'XLV US Equity': 3, 'GOOGL US Equity': 5}",5,67,670000.000000,42938.618052,640.874896,0.064087,1.641096,164109.590740,AMD US Equity_oi_callput_skew_z_60d z_breakout_pos AND XLE US Equity_px_trend_5_20_z_60d is_low,"SIG_01618, SIG_00025"
SETUP_0061,8,1,13.829808,30.066824,15.905954,24.000000,0.000000,1.055765,-0.079171,COIN US Equity,long,2022-05-09,2024-05-17,"ARM US Equity, MSTR US Equity, COIN US Equity, AMD US Equity, XLRE US Equity","{'ARM US Equity': 21, 'MSTR US Equity': 10, 'COIN US Equity': 21, 'AMD US Equity': 1, 'XLRE US Equity': 1}",5,90,900000.000000,81483.316380,905.370182,0.090537,7.398797,739879.698734,XLE US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d is_high AND EEM US Equity_oi_callput_skew_z_60d z_breakout_pos,"SIG_02614, SIG_02524"
SETUP_0058,8,1,12.318509,17.056313,39.693972,11.000000,0.000000,0.573452,-0.011247,MSTR US Equity,long,2022-01-24,2024-05-09,"MSTR US Equity, PLTR US Equity, AMD US Equity, XLE US Equity, BMY US Equity","{'MSTR US Equity': 10, 'PLTR US Equity': 5, 'AMD US Equity': 5, 'XLE US Equity': 5, 'BMY US Equity': 5}",5,52,520000.000000,20144.566860,387.395517,0.038740,0.526614,52661.427575,COIN US Equity_oi_callput_skew_z_60d is_high AND NDX Index_vol90d_regime_z_120d is_high,"SIG_02079, SIG_02239"
SETUP_0060,8,1,9.237140,20.557771,44.697893,19.000000,0.000000,1.157989,-0.037540,MSTR US Equity,long,2024-02-09,2024-03-18,"MSTR US Equity, PLTR US Equity, WMT US Equity, BMY US Equity, XLC US Equity","{'MSTR US Equity': 21, 'PLTR US Equity': 3, 'WMT US Equity': 1, 'BMY US Equity': 1, 'XLC US Equity': 1}",5,89,890000.000000,83192.551328,934.747768,0.093475,3.724638,372463.780162,ARM US Equity_vol90d_regime_z_120d is_high AND NKE US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_high,"SIG_01548, SIG_01805"
SETUP_0062,8,1,6.663341,14.840742,10.811476,28.000000,0.000000,0.986230,-0.164429,MSTR US Equity,long,2022-09-26,2024-05-13,"MSTR US Equity, ARM US Equity, AMD US Equity, C US Equity, XLC US Equity","{'MSTR US Equity': 21, 'ARM US Equity': 21, 'AMD US Equity': 3, 'C US Equity': 3, 'XLC US Equity': 1}",5,116,1160000.000000,70234.462539,605.469505,0.060547,4.014560,401456.038228,COIN US Equity_oi_callput_skew_z_60d is_high AND XLE US Equity_px_trend_5_20_z_60d is_low,"SIG_02079, SIG_00025"
SETUP_0063,8,1,3.789574,8.952899,5.041266,32.000000,0.000000,1.229727,-0.174242,COIN US Equity,long,2021-07-02,2024-04-17,"PLTR US Equity, COIN US Equity, MSTR US Equity, AMZN US Equity, GOOGL US Equity","{'PLTR US Equity': 5, 'COIN US Equity': 10, 'MSTR US Equity': 1, 'AMZN US Equity': 1, 'GOOGL US Equity': 1}",5,120,1200000.000000,53596.425182,446.636877,0.044664,2.677655,267765.537397,EEM US Equity_pcr_ema5_z_30d is_high AND MSFT US Equity_tw_sent_avg_dev_7d is_low,"SIG_02530, SIG_00961"
SETUP_0066,8,1,1.155443,3.975282,1.709453,47.000000,0.000000,0.945483,-0.175452,ARM US Equity,long,2021-08-30,2024-06-28,"AMD US Equity, COIN US Equity, ARM US Equity, AMZN US Equity, PLTR US Equity","{'AMD US Equity': 5, 'COIN US Equity': 1, 'ARM US Equity': 1, 'AMZN US Equity': 1, 'PLTR US Equity': 3}",5,135,1350000.000000,20627.843359,152.798840,0.015280,0.620414,62041.390203,NKE US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_high AND MSTR US Equity_open_interest_call_pctchg_3d_z_60d is_high,"SIG_01805, SIG_01995"
SETUP_0067,8,1,1.128663,5.415199,2.972705,48.000000,0.000000,0.299004,-0.040013,AMD US Equity,long,2022-01-05,2024-06-24,"ARM US Equity, AMD US Equity, GOOGL US Equity, XLE US Equity, C US Equity","{'ARM US Equity': 5, 'AMD US Equity': 5, 'GOOGL US Equity': 3, 'XLE US Equity': 1, 'C US Equity': 1}",5,154,1540000.000000,13191.542777,85.659369,0.008566,0.404204,40420.355585,JPM US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d is_low AND JPM US Equity_turnover_minus_volume_z_60d is_high,"SIG_02779, SIG_01239"
SETUP_0064,8,1,0.885248,10.461078,4.543274,34.000000,0.000000,1.586550,-0.421277,ARM US Equity,long,2021-11-29,2024-02-01,"ARM US Equity, PLTR US Equity, C US Equity, WMT US Equity, MSTR US Equity","{'ARM US Equity': 21, 'PLTR US Equity': 21, 'C US Equity': 1, 'WMT US Equity': 1, 'MSTR US Equity': 1}",5,168,1680000.000000,107381.044339,639.172883,0.063917,5.750944,575094.390412,MSFT US Equity_realized_vol_21d is_low AND USGG2YR Index_vol90d_regime_z_120d z_breakout_pos,"SIG_00945, SIG_02400"
SETUP_0065,8,1,0.007370,8.251975,4.539946,38.000000,0.000000,1.710638,-0.319509,ARM US Equity,long,2021-07-01,2024-02-01,"ARM US Equity, PLTR US Equity, C US Equity, AMD US Equity, MSTR US Equity","{'ARM US Equity': 21, 'PLTR US Equity': 21, 'C US Equity': 1, 'AMD US Equity': 1, 'MSTR US Equity': 1}",5,150,1500000.000000,88434.404309,589.562695,0.058956,5.835473,583547.328611,MSFT US Equity_realized_vol_21d is_low AND AMD US Equity_vol_turnover_zscore_60d is_high,"SIG_00945, SIG_01576"
SETUP_0068,9,1,21.549212,30.604193,243.110931,12.000000,0.000000,0.397680,-0.001932,PLTR US Equity,long,2022-05-10,2024-08-13,"NKE US Equity, PLTR US Equity, C US Equity, ARM US Equity, XLRE US Equity","{'NKE US Equity': 3, 'PLTR US Equity': 5, 'C US Equity': 5, 'ARM US Equity': 5, 'XLRE US Equity': 1}",5,57,570000.000000,22266.457885,390.639612,0.039064,0.576998,57699.848231,XLE US Equity_realized_vol_21d z_breakout_pos AND EEM US Equity_pcr_ema5_z_30d is_high,"SIG_00006, SIG_02530"
SETUP_0070,9,1,17.144256,22.903659,0.000000,16.000000,0.000000,0.641343,0.000000,PLTR US Equity,long,2022-06-20,2024-04-22,"MSTR US Equity, PLTR US Equity, COIN US Equity, XLV US Equity, GOOGL US Equity","{'MSTR US Equity': 3, 'PLTR US Equity': 3, 'COIN US Equity': 3, 'XLV US Equity': 3, 'GOOGL US Equity': 5}",5,67,670000.000000,42938.618052,640.874896,0.064087,1.641096,164109.590740,AMD US Equity_oi_callput_skew_z_60d z_breakout_pos AND XLE US Equity_px_trend_5_20_z_60d is_low,"SIG_01618, SIG_00025"
SETUP_0069,9,1,16.373347,24.285844,35.411447,14.000000,0.000000,1.575482,0.000000,COIN US Equity,long,2022-12-12,2024-06-28,"PLTR US Equity, COIN US Equity, MSTR US Equity, AMD US Equity, GOOGL US Equity","{'PLTR US Equity': 3, 'COIN US Equity': 21, 'MSTR US Equity': 21, 'AMD US Equity': 1, 'GOOGL US Equity': 1}",5,50,500000.000000,66790.174470,1335.803489,0.133580,2.742856,274285.561623,QQQ US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d is_low AND COIN US Equity_oi_callput_skew_z_60d is_high,"SIG_02687, SIG_02079"
SETUP_0071,9,1,15.655470,23.227907,322.649047,16.000000,0.000000,0.654901,-0.003196,PLTR US Equity,long,2022-06-20,2024-04-22,"MSTR US Equity, PLTR US Equity, COIN US Equity, XLV US Equity, GOOGL US Equity","{'MSTR US Equity': 3, 'PLTR US Equity': 3, 'COIN US Equity': 3, 'XLV US Equity': 3, 'GOOGL US Equity': 3}",5,67,670000.000000,43801.328431,653.751171,0.065375,1.688754,168875.409133,XLE US Equity_px_trend_5_20_z_60d is_low AND AMD US Equity_oi_callput_skew_z_60d z_breakout_pos,"SIG_00025, SIG_01618"
SETUP_0073,9,1,11.034405,13.643582,12.784605,31.000000,0.000000,0.891789,-0.036767,JPM US Equity,long,2022-03-11,2024-08-13,"JPM US Equity, ARM US Equity, XLV US Equity, MSTR US Equity, XLK US Equity","{'JPM US Equity': 10, 'ARM US Equity': 10, 'XLV US Equity': 10, 'MSTR US Equity': 3, 'XLK US Equity': 3}",5,69,690000.000000,28082.135307,406.987468,0.040699,2.893354,289335.388041,XAU Curncy_realized_vol_21d is_high AND NKE US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_high,"SIG_02598, SIG_01805"
SETUP_0072,9,1,9.818025,21.132215,44.697893,19.000000,0.000000,1.157989,-0.037540,MSTR US Equity,long,2024-02-09,2024-03-18,"MSTR US Equity, PLTR US Equity, WMT US Equity, XLC US Equity, BMY US Equity","{'MSTR US Equity': 21, 'PLTR US Equity': 3, 'WMT US Equity': 1, 'XLC US Equity': 1, 'BMY US Equity': 1}",5,89,890000.000000,83192.551328,934.747768,0.093475,3.724638,372463.780162,ARM US Equity_vol90d_regime_z_120d is_high AND NKE US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_high,"SIG_01548, SIG_01805"
SETUP_0074,9,1,4.918562,9.161181,5.549227,36.000000,0.000000,0.896559,-0.114811,JPM US Equity,long,2022-03-11,2024-08-13,"JPM US Equity, ARM US Equity, XLV US Equity, MSTR US Equity, PLTR US Equity","{'JPM US Equity': 10, 'ARM US Equity': 10, 'XLV US Equity': 10, 'MSTR US Equity': 3, 'PLTR US Equity': 3}",5,93,930000.000000,33389.014193,359.021658,0.035902,2.042186,204218.601660,XAU Curncy_realized_vol_21d is_high AND NKE US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_high,"SIG_02598, SIG_01805"
SETUP_0075,9,1,4.305450,11.868697,14.629607,37.000000,0.000000,0.422974,-0.037476,ARM US Equity,long,2022-03-23,2024-05-30,"ARM US Equity, WMT US Equity, XLRE US Equity, XLP US Equity, BMY US Equity","{'ARM US Equity': 21, 'WMT US Equity': 3, 'XLRE US Equity': 1, 'XLP US Equity': 1, 'BMY US Equity': 1}",5,167,1670000.000000,37691.594413,225.698170,0.022570,1.092692,109269.192558,XAU Curncy_realized_vol_21d is_high AND XLK US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_low,"SIG_02598, SIG_00125"
SETUP_0076,9,1,2.374440,12.136188,4.769165,39.000000,0.000000,2.498595,-0.585052,COIN US Equity,long,2021-11-03,2024-02-12,"COIN US Equity, MSTR US Equity, AMZN US Equity, PLTR US Equity, AMD US Equity","{'COIN US Equity': 21, 'MSTR US Equity': 21, 'AMZN US Equity': 3, 'PLTR US Equity': 10, 'AMD US Equity': 1}",5,159,1590000.000000,155508.918840,978.043515,0.097804,20.363793,2036379.285342,NDX Index_px_zscore_90d is_high AND WMT US Equity_realized_vol_21d is_low,"SIG_02183, SIG_01846"
SETUP_0080,9,1,1.479783,4.424400,2.012211,60.000000,0.000000,0.550875,-0.108299,JPM US Equity,long,2022-03-15,2024-08-14,"JPM US Equity, ARM US Equity, MSTR US Equity, COIN US Equity, PLTR US Equity","{'JPM US Equity': 10, 'ARM US Equity': 10, 'MSTR US Equity': 1, 'COIN US Equity': 1, 'PLTR US Equity': 1}",5,172,1720000.000000,17427.705954,101.323872,0.010132,0.749808,74980.818028,XAU Curncy_realized_vol_21d is_high AND XLE US Equity_realized_vol_21d z_breakout_pos,"SIG_02598, SIG_00006"
SETUP_0077,9,1,1.237748,8.137627,4.284669,41.000000,0.000000,3.177276,-0.674628,COIN US Equity,long,2021-09-09,2024-08-07,"COIN US Equity, MSTR US Equity, ARM US Equity, XLV US Equity, PLTR US Equity","{'COIN US Equity': 21, 'MSTR US Equity': 21, 'ARM US Equity': 10, 'XLV US Equity': 5, 'PLTR US Equity': 3}",5,130,1300000.000000,151704.558132,1166.958139,0.116696,23.108074,2310807.431829,EEM US Equity_pcr_ema5_z_30d is_high AND XLP US Equity_pcr_ema5_z_30d is_low,"SIG_02530, SIG_00447"
SETUP_0079,9,1,1.053205,5.566041,2.964505,51.000000,0.000000,0.324412,-0.049741,AMD US Equity,long,2022-01-05,2024-07-18,"ARM US Equity, AMD US Equity, GOOGL US Equity, XLE US Equity, C US Equity","{'ARM US Equity': 5, 'AMD US Equity': 5, 'GOOGL US Equity': 5, 'XLE US Equity': 1, 'C US Equity': 1}",5,160,1600000.000000,14553.967163,90.962295,0.009096,0.443870,44387.014720,JPM US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d is_low AND JPM US Equity_turnover_minus_volume_z_60d is_high,"SIG_02779, SIG_01239"
SETUP_0078,9,1,1.015685,7.374179,3.139535,48.000000,0.000000,0.950424,-0.239023,ARM US Equity,long,2022-03-14,2024-08-13,"ARM US Equity, JPM US Equity, MSTR US Equity, WMT US Equity, PLTR US Equity","{'ARM US Equity': 21, 'JPM US Equity': 10, 'MSTR US Equity': 10, 'WMT US Equity': 3, 'PLTR US Equity': 1}",5,155,1550000.000000,48145.479824,310.615999,0.031062,2.288039,228803.937010,XAU Curncy_realized_vol_21d is_high AND NDX Index_vol_turnover_zscore_60d is_low,"SIG_02598, SIG_02192"
SETUP_0081,9,1,-1.216355,2.547976,1.598585,97.000000,0.000000,0.751541,-0.296030,TSLA US Equity,long,2022-03-10,2024-07-29,"TSLA US Equity, PLTR US Equity, XLE US Equity, XLK US Equity, COIN US Equity","{'TSLA US Equity': 21, 'PLTR US Equity': 1, 'XLE US Equity': 1, 'XLK US Equity': 1, 'COIN US Equity': 1}",5,321,3210000.000000,39369.957436,122.647842,0.012265,0.818737,81873.698504,NKE US Equity_realized_vol_21d is_high AND XLK US Equity_turnover_minus_volume_z_60d is_low,"SIG_01757, SIG_00109"
